player_id,age_group,prior_coding_exp,motivation_type,sessions_played,avg_session_time_min,levels_attempted,levels_completed,completion_rate,initial_difficulty,current_difficulty,difficulty_jump,avg_attempts_per_level,syntax_errors,logic_errors,hints_used,hint_rate,forum_posts,badges_earned,streak_days,time_between_sessions,performance_score,flow_score,optimal_difficulty,churned
P0572,19-22,4,Extrinsic,15,12.33,42,25,0.595,1,1,0,2.76,5,6,1,0.024,3,0,1,1.01,57.92,79.05,1,0
P0573,16-18,3,Intrinsic,16,25.3,24,11,0.458,2,1,1,2.32,5,4,2,0.083,1,2,13,3.24,52.52,68.42,1,0
P0574,19-22,3,Intrinsic,11,13.1,23,20,0.87,4,7,3,3.18,3,3,4,0.174,1,6,3,6.61,72.84,82.26,1,0
P0575,23-30,2,Extrinsic,12,25.46,34,12,0.353,3,2,1,4.66,10,9,4,0.118,2,1,5,3.32,36.96,62.12,1,0
P0576,23-30,3,Extrinsic,21,20.51,42,34,0.81,1,4,3,2.88,6,6,1,0.024,2,3,2,0.93,66.69,83.76,1,0
P0577,13-15,0,Social,11,18.17,24,13,0.542,1,1,0,2.52,4,5,1,0.042,3,1,4,2.13,41.86,75.83,1,0
P0578,23-30,3,Social,13,25.11,38,28,0.737,3,5,2,5.52,14,7,4,0.105,3,2,9,3.13,55.67,79.68,1,0
P0579,16-18,3,Social,11,19.85,19,10,0.526,5,8,3,3.97,5,5,8,0.421,1,6,3,0.5,57.13,57.68,0,0
P0580,16-18,3,Extrinsic,2,13.29,3,2,0.667,3,5,2,5.24,6,5,2,0.667,0,1,7,2.36,52.06,59.33,0,0
P0581,16-18,2,Intrinsic,10,44.41,27,8,0.296,3,5,2,3.11,3,4,4,0.148,0,1,12,1.91,38.57,56.37,0,0
P0582,23-30,5,Extrinsic,16,18.1,44,26,0.591,2,5,3,2.92,4,6,3,0.068,1,1,11,1.23,62.83,71.5,1,0
P0583,16-18,0,Extrinsic,21,5.0,46,34,0.739,2,3,1,1.11,2,1,2,0.043,1,4,0,2.93,57.8,83.65,1,0
P0584,16-18,1,Intrinsic,8,15.26,18,10,0.556,1,1,0,4.97,10,4,0,0.0,1,2,3,3.03,41.8,77.78,1,0
P0585,19-22,2,Social,12,11.86,33,15,0.455,2,1,1,1.79,5,3,2,0.061,1,2,1,10.67,49.7,68.91,1,0
P0586,13-15,0,Social,1,28.61,2,1,0.5,3,2,1,4.62,10,10,1,0.5,0,6,8,1.68,42.45,58.0,0,0
P0587,13-15,0,Extrinsic,11,24.57,20,14,0.7,2,3,1,2.0,2,2,3,0.15,3,8,3,2.27,60.0,78.5,1,0
P0588,13-15,0,Intrinsic,10,25.19,15,5,0.333,1,1,0,4.98,8,4,1,0.067,0,0,8,0.51,25.89,64.67,1,0
P0589,13-15,2,Intrinsic,8,19.04,17,12,0.706,4,5,1,6.81,12,12,0,0.0,0,4,10,2.38,50.21,83.29,1,0
P0590,13-15,0,Social,8,19.77,22,13,0.591,4,4,0,1.0,3,1,3,0.136,3,8,6,0.5,58.14,75.45,1,0
P0591,13-15,0,Social,10,19.03,28,16,0.571,5,8,3,2.87,4,5,3,0.107,0,3,3,0.5,45.17,69.36,1,0
P0592,19-22,5,Intrinsic,9,21.35,26,14,0.538,3,6,3,5.66,12,5,4,0.154,0,0,1,0.56,52.39,66.31,1,0
P0593,13-15,1,Intrinsic,18,28.68,50,39,0.78,1,3,2,4.77,9,14,4,0.08,2,4,3,3.0,54.28,82.6,1,0
P0594,16-18,2,Social,17,24.69,40,29,0.725,4,6,2,5.17,14,6,3,0.075,2,5,6,2.51,56.59,80.0,1,0
P0595,23-30,3,Intrinsic,15,26.0,32,20,0.625,1,4,3,3.64,8,8,2,0.062,0,2,7,4.8,55.9,73.38,1,0
P0596,16-18,0,Extrinsic,22,26.0,50,44,0.88,3,5,2,6.98,12,16,3,0.06,3,5,3,1.87,50.25,88.2,1,0
P0597,19-22,3,Social,6,29.08,15,14,0.933,4,7,3,4.68,9,8,3,0.2,3,5,3,1.93,70.14,84.67,1,0
P0598,13-15,1,Intrinsic,15,24.31,34,23,0.676,4,5,1,1.67,5,3,2,0.059,1,4,9,0.53,57.87,80.06,1,0
P0599,13-15,2,Extrinsic,17,24.87,27,19,0.704,5,4,1,3.12,6,2,1,0.037,1,3,6,4.07,57.85,82.07,1,0
P0600,13-15,2,Intrinsic,1,31.51,2,1,0.5,4,7,3,2.69,5,4,2,1.0,0,1,5,0.5,47.76,39.0,0,0
P0601,13-15,0,Intrinsic,12,16.68,26,20,0.769,3,6,3,6.89,14,10,4,0.154,0,5,0,1.66,46.05,77.85,1,0
P0602,16-18,0,Social,11,15.15,22,14,0.636,2,5,3,3.51,6,2,4,0.182,3,5,3,0.63,49.18,70.36,1,0
P0603,13-15,0,Intrinsic,23,12.51,50,38,0.76,5,7,2,4.74,9,9,1,0.02,1,5,6,4.42,51.05,83.4,1,0
P0604,13-15,0,Social,7,23.46,17,10,0.588,2,4,2,3.29,6,3,3,0.176,1,4,4,3.36,46.29,70.12,1,0
P0605,13-15,0,Extrinsic,17,7.17,30,27,0.9,5,7,2,3.08,6,2,1,0.033,1,5,7,3.68,60.81,90.0,1,0
P0606,16-18,1,Intrinsic,21,25.7,50,38,0.76,2,4,2,1.13,3,2,2,0.04,0,6,3,0.5,65.56,82.8,1,0
P0607,13-15,0,Intrinsic,10,21.13,19,17,0.895,1,2,1,4.4,10,4,0,0.0,0,2,8,3.32,52.8,92.74,1,0
P0608,16-18,0,Intrinsic,23,31.08,40,10,0.25,4,7,3,6.45,14,11,3,0.075,1,2,7,3.52,21.88,54.25,0,0
P0609,16-18,2,Intrinsic,14,16.62,29,20,0.69,1,2,1,2.13,3,3,1,0.034,0,3,1,0.5,59.77,81.45,1,0
P0610,19-22,3,Intrinsic,11,20.37,28,21,0.75,4,6,2,1.68,1,1,2,0.071,0,4,2,1.15,68.79,81.36,1,0
P0611,13-15,0,Intrinsic,16,30.98,47,19,0.404,2,3,1,4.7,7,5,3,0.064,7,1,6,0.5,30.91,66.3,1,0
P0612,19-22,0,Extrinsic,4,33.07,10,3,0.3,4,7,3,2.03,4,3,1,0.1,0,4,5,3.43,37.92,56.0,0,0
P0613,19-22,3,Extrinsic,8,16.56,23,10,0.435,3,6,3,6.33,11,5,5,0.217,0,2,3,0.72,41.57,59.22,0,0
P0614,13-15,2,Extrinsic,17,23.45,29,11,0.379,3,5,2,2.64,4,4,3,0.103,3,1,5,0.92,43.06,61.86,1,0
P0615,23-30,5,Extrinsic,1,24.36,1,1,1.0,2,5,3,2.85,6,5,3,3.0,0,2,5,0.5,80.89,4.0,0,0
P0616,23-30,3,Intrinsic,12,24.99,28,25,0.893,1,2,1,3.87,11,6,2,0.071,2,8,7,1.98,75.03,90.5,1,0
P0617,13-15,0,Intrinsic,6,19.9,11,7,0.636,4,4,0,1.44,3,4,2,0.182,0,3,7,0.5,51.35,76.36,1,0
P0618,16-18,2,Extrinsic,15,32.25,41,22,0.537,2,5,3,3.44,11,7,2,0.049,3,2,1,5.6,48.87,69.37,1,0
P0619,19-22,2,Extrinsic,17,6.88,42,29,0.69,2,3,1,4.03,9,5,5,0.119,1,6,5,0.5,59.54,78.95,1,0
P0620,19-22,4,Intrinsic,14,18.63,41,24,0.585,3,4,1,1.0,0,2,0,0.0,2,2,10,0.5,64.91,77.27,1,0
P0621,13-15,1,Social,29,25.58,50,42,0.84,3,4,1,5.96,13,13,2,0.04,3,5,2,3.07,55.19,88.8,1,0
P0622,13-15,1,Extrinsic,13,25.66,28,13,0.464,2,5,3,4.57,3,7,5,0.179,0,0,6,7.46,36.16,61.86,1,0
P0623,16-18,1,Extrinsic,15,32.82,33,16,0.485,1,1,0,1.06,2,0,0,0.0,4,1,11,6.68,47.24,74.24,1,0
P0624,16-18,1,Intrinsic,4,31.59,7,3,0.429,1,3,2,2.47,8,3,4,0.571,0,1,2,0.5,41.46,50.29,0,0
P0625,19-22,2,Extrinsic,12,19.72,28,11,0.393,4,6,2,5.49,11,10,5,0.179,2,0,4,1.02,35.0,60.29,1,0
P0626,16-18,0,Extrinsic,11,32.4,23,10,0.435,1,4,3,5.4,12,7,1,0.043,2,2,5,2.21,31.89,64.43,1,0
P0627,16-18,1,Extrinsic,7,16.29,15,12,0.8,5,8,3,6.58,9,15,12,0.8,0,8,7,0.5,56.55,60.0,0,0
P0628,19-22,4,Extrinsic,10,29.45,20,16,0.8,2,1,1,2.48,5,3,2,0.1,1,4,12,2.26,72.81,85.0,1,0
P0629,13-15,1,Social,17,36.48,25,13,0.52,1,1,0,3.44,7,5,2,0.08,1,2,3,1.78,44.19,73.6,1,0
P0630,16-18,0,Extrinsic,17,31.72,38,17,0.447,3,4,1,4.14,6,5,4,0.105,1,1,1,2.66,34.05,67.21,1,0
P0631,19-22,5,Intrinsic,16,22.85,32,26,0.812,1,2,1,4.54,6,0,4,0.125,2,6,11,7.59,75.14,84.88,1,0
P0632,23-30,3,Extrinsic,5,19.35,7,4,0.571,3,5,2,5.69,19,7,3,0.429,1,2,4,0.96,48.63,61.71,1,0
P0633,16-18,1,Extrinsic,7,9.77,13,4,0.308,4,7,3,3.42,5,1,0,0.0,0,2,5,3.06,35.75,59.38,0,0
P0634,16-18,0,Extrinsic,7,24.48,13,9,0.692,1,1,0,2.83,6,5,0,0.0,1,4,1,1.69,51.62,84.62,1,0
P0635,13-15,0,Intrinsic,8,13.08,16,9,0.562,4,6,2,3.08,7,7,2,0.125,2,2,4,1.71,42.79,70.38,1,0
P0636,16-18,3,Intrinsic,8,15.65,13,4,0.308,2,2,0,2.92,8,5,0,0.0,0,3,0,3.13,46.5,65.38,1,0
P0637,16-18,3,Social,6,12.47,13,7,0.538,2,5,3,5.55,5,11,5,0.385,2,5,2,9.07,52.17,59.38,0,0
P0638,13-15,0,Extrinsic,12,18.32,30,14,0.467,2,3,1,1.02,6,0,1,0.033,2,3,9,5.96,45.62,70.33,1,0
P0639,16-18,2,Social,15,21.78,36,31,0.861,5,4,1,5.16,6,10,2,0.056,2,3,2,3.06,59.03,89.39,1,0
P0640,16-18,2,Extrinsic,11,24.19,29,16,0.552,1,1,0,1.29,3,1,1,0.034,0,3,7,1.86,56.34,76.55,1,0
P0641,13-15,0,Extrinsic,15,17.2,32,25,0.781,4,5,1,3.04,1,2,2,0.062,1,3,2,1.65,53.15,85.19,1,0
P0642,16-18,1,Extrinsic,13,30.55,29,19,0.655,3,3,0,4.87,13,8,0,0.0,3,3,8,4.64,47.54,82.76,1,0
P0643,13-15,1,Social,8,20.33,21,14,0.667,1,1,0,3.49,6,6,1,0.048,2,2,2,0.74,49.94,81.9,1,0
P0644,16-18,0,Extrinsic,12,15.7,25,23,0.92,3,3,0,3.51,13,7,1,0.04,1,2,2,2.66,56.03,94.8,1,0
P0645,13-15,0,Extrinsic,16,23.81,40,23,0.575,4,7,3,2.73,5,3,7,0.175,2,3,10,2.11,45.68,67.5,1,0
P0646,23-30,1,Intrinsic,12,37.71,25,12,0.48,4,6,2,2.43,4,5,5,0.2,2,3,4,3.14,46.62,64.0,1,0
P0647,19-22,4,Extrinsic,14,24.68,29,23,0.793,3,3,0,4.41,8,14,1,0.034,3,2,6,0.62,64.69,88.62,1,0
P0648,19-22,3,Extrinsic,4,19.1,10,7,0.7,4,7,3,3.62,9,3,5,0.5,0,3,3,3.57,60.46,64.0,1,0
P0649,19-22,1,Intrinsic,7,9.78,12,9,0.75,1,1,0,2.26,6,2,1,0.083,1,3,6,2.96,57.86,85.0,1,0
P0650,16-18,3,Intrinsic,19,20.24,38,31,0.816,5,7,2,5.45,6,9,4,0.105,3,3,4,0.6,60.52,83.63,1,0
P0651,13-15,0,Intrinsic,15,23.88,27,18,0.667,4,7,3,2.93,8,4,3,0.111,2,1,7,1.79,45.85,74.0,1,0
P0652,16-18,0,Intrinsic,21,18.9,42,12,0.286,4,3,1,3.9,12,8,2,0.048,2,3,4,3.41,31.17,60.86,1,0
P0653,19-22,4,Intrinsic,15,8.68,27,23,0.852,4,6,2,4.06,9,8,1,0.037,4,1,3,6.96,66.41,87.48,1,0
P0654,19-22,5,Intrinsic,11,15.2,26,20,0.769,3,6,3,4.5,9,6,3,0.115,1,4,1,0.5,70.53,79.0,1,0
P0655,16-18,0,Social,22,33.64,50,39,0.78,3,2,1,2.72,3,7,1,0.02,1,4,1,0.5,55.39,86.4,1,0
P0656,13-15,0,Extrinsic,20,33.47,50,28,0.56,3,6,3,3.63,8,10,2,0.04,3,2,5,0.54,41.32,70.8,1,0
P0657,16-18,2,Intrinsic,10,14.91,20,13,0.65,2,1,1,1.88,2,3,3,0.15,0,2,4,13.61,57.29,76.0,1,0
P0658,16-18,3,Intrinsic,10,27.38,29,11,0.379,3,3,0,3.72,8,8,0,0.0,1,4,5,4.39,48.86,68.97,1,0
P0659,19-22,4,Extrinsic,16,12.57,38,7,0.184,2,2,0,2.0,2,4,2,0.053,1,2,1,2.86,46.37,57.63,0,0
P0660,19-22,3,Intrinsic,7,33.23,14,9,0.643,3,5,2,5.45,11,5,5,0.357,2,5,0,0.5,56.58,67.43,1,0
P0661,16-18,0,Social,8,23.96,22,11,0.5,2,1,1,3.16,9,4,3,0.136,2,1,4,1.61,38.59,68.91,1,0
P0662,23-30,4,Extrinsic,11,29.6,28,18,0.643,1,1,0,1.41,1,2,1,0.036,1,3,4,3.77,67.68,81.07,1,0
P0663,19-22,2,Extrinsic,13,8.28,34,4,0.118,2,4,2,3.64,5,5,3,0.088,0,0,2,6.79,28.6,49.24,0,1
P0664,13-15,0,Intrinsic,5,27.42,8,3,0.375,4,5,1,2.88,6,5,4,0.5,0,3,4,1.44,37.29,51.75,0,0
P0665,13-15,0,Extrinsic,4,21.94,8,3,0.375,2,2,0,4.51,8,6,1,0.125,0,2,2,24.24,31.72,65.0,1,1
P0666,13-15,1,Intrinsic,7,28.82,19,15,0.789,4,4,0,2.45,4,5,1,0.053,3,6,9,0.5,63.46,87.89,1,0
P0667,13-15,0,Social,12,29.32,27,17,0.63,2,5,3,4.09,8,6,7,0.259,2,3,7,1.47,44.47,67.7,1,0
P0668,13-15,0,Extrinsic,14,22.53,35,13,0.371,3,4,1,5.62,12,11,0,0.0,1,2,1,6.25,28.81,66.57,1,0
P0669,13-15,0,Intrinsic,8,17.19,19,11,0.579,1,1,0,3.76,9,3,0,0.0,0,2,5,3.15,41.75,78.95,1,0
P0670,16-18,5,Intrinsic,14,28.24,38,20,0.526,1,3,2,6.49,11,6,3,0.079,1,3,6,5.0,54.32,69.95,1,0
P0671,13-15,0,Intrinsic,7,21.52,13,4,0.308,3,4,1,5.39,6,9,3,0.231,1,2,7,7.15,26.84,56.46,0,0
P0672,23-30,2,Extrinsic,7,15.02,16,11,0.688,3,2,1,2.17,4,3,3,0.188,7,1,6,2.12,56.58,76.75,1,0
P0673,13-15,0,Intrinsic,6,14.64,10,5,0.5,2,2,0,4.48,17,8,0,0.0,1,2,1,0.8,36.79,75.0,1,0
P0674,16-18,4,Extrinsic,18,10.18,45,7,0.156,3,5,2,6.29,12,9,2,0.044,3,0,2,3.55,31.5,52.44,0,1
P0675,16-18,1,Intrinsic,7,17.92,18,15,0.833,4,6,2,6.3,18,8,3,0.167,1,4,0,2.49,52.59,82.67,1,0
P0676,23-30,2,Extrinsic,10,30.82,15,6,0.4,2,3,1,4.98,12,10,4,0.267,2,2,9,4.44,39.54,60.0,0,0
P0677,13-15,0,Social,11,23.42,27,19,0.704,1,4,3,5.95,11,5,5,0.185,2,3,3,2.15,42.77,73.63,1,0
P0678,16-18,0,Extrinsic,12,17.76,25,16,0.64,3,2,1,3.05,7,6,4,0.16,1,2,7,5.0,45.98,75.2,1,0
P0679,23-30,4,Extrinsic,9,28.44,15,6,0.4,1,2,1,2.24,3,3,2,0.133,0,2,5,6.97,54.39,64.0,1,0
P0680,23-30,5,Intrinsic,9,15.34,19,14,0.737,5,8,3,3.97,6,3,3,0.158,2,2,3,4.15,67.54,76.11,1,0
P0681,19-22,4,Intrinsic,9,22.76,16,11,0.688,3,6,3,2.0,5,3,2,0.125,0,1,11,4.08,64.99,74.62,1,0
P0682,16-18,1,Extrinsic,15,20.56,31,11,0.355,3,6,3,6.51,19,8,2,0.065,0,4,2,2.65,32.91,59.81,0,0
P0683,13-15,0,Intrinsic,7,28.23,14,7,0.5,3,5,2,3.58,8,5,4,0.286,2,0,10,1.91,36.06,62.43,1,0
P0684,19-22,1,Intrinsic,5,9.38,13,9,0.692,3,2,1,5.44,10,2,0,0.0,0,6,3,10.79,52.1,82.62,1,0
P0685,23-30,5,Intrinsic,12,15.2,31,20,0.645,1,1,0,1.15,2,1,0,0.0,1,4,13,3.11,73.92,82.26,1,0
P0686,19-22,3,Intrinsic,12,8.89,28,13,0.464,5,6,1,5.12,8,11,2,0.071,1,2,3,5.5,45.76,69.07,1,0
P0687,19-22,3,Intrinsic,9,19.92,13,4,0.308,3,3,0,2.26,9,3,1,0.077,1,0,2,2.11,43.66,63.08,1,0
P0688,16-18,5,Social,24,31.69,50,11,0.22,2,3,1,1.57,5,1,2,0.04,2,0,6,2.43,49.87,57.8,0,0
P0689,19-22,4,Intrinsic,3,17.96,7,4,0.571,3,2,1,5.94,11,5,0,0.0,1,8,5,3.26,61.01,76.57,1,0
P0690,13-15,0,Extrinsic,14,17.91,21,9,0.429,1,3,2,5.66,14,13,1,0.048,0,1,2,3.91,29.49,66.0,1,0
P0691,16-18,1,Intrinsic,6,28.97,16,5,0.312,1,2,1,3.82,10,6,3,0.188,0,4,4,1.78,37.96,58.0,0,0
P0692,16-18,3,Extrinsic,4,30.55,7,4,0.571,3,3,0,3.05,3,4,0,0.0,0,4,4,1.32,58.23,78.57,1,0
P0693,16-18,2,Intrinsic,18,21.29,42,25,0.595,3,4,1,4.16,10,7,6,0.143,0,0,5,0.82,46.41,73.48,1,0
P0694,13-15,0,Social,12,27.48,26,16,0.615,3,6,3,4.79,8,4,4,0.154,4,1,6,1.65,39.14,70.15,1,0
P0695,13-15,1,Social,9,13.38,19,7,0.368,2,2,0,1.81,7,4,0,0.0,3,3,2,0.71,43.71,68.42,1,0
P0696,19-22,2,Intrinsic,18,33.02,50,31,0.62,3,6,3,3.88,4,6,5,0.1,0,4,4,1.62,54.1,72.0,1,0
P0697,16-18,4,Social,16,39.19,34,16,0.471,1,3,2,6.94,16,10,3,0.088,3,2,3,6.23,45.47,66.88,1,0
P0698,19-22,5,Social,11,26.17,17,15,0.882,3,2,1,7.51,15,12,2,0.118,1,3,2,11.33,66.02,88.59,1,0
P0699,13-15,0,Social,1,5.33,2,1,0.5,3,4,1,5.84,12,5,3,1.5,1,4,2,2.58,36.39,28.0,0,0
P0700,16-18,3,Social,13,17.53,37,21,0.568,3,4,1,4.22,8,6,2,0.054,3,4,3,0.5,55.16,74.76,1,0
P0701,16-18,2,Intrinsic,22,26.9,50,25,0.5,4,7,3,3.99,9,4,2,0.04,1,4,5,1.67,49.02,67.8,1,0
P0702,13-15,1,Extrinsic,13,18.63,28,23,0.821,4,7,3,3.3,9,7,11,0.393,0,3,3,2.76,58.1,73.29,1,0
P0703,16-18,2,Intrinsic,29,32.18,47,28,0.596,5,4,1,2.4,5,5,4,0.085,3,1,3,1.39,52.33,75.23,1,0
P0704,13-15,0,Intrinsic,10,26.71,26,22,0.846,5,6,1,2.67,2,3,5,0.192,1,5,6,0.69,59.67,84.54,1,0
P0705,13-15,0,Social,10,16.35,16,12,0.75,4,3,1,6.73,13,10,0,0.0,1,4,5,0.77,44.18,85.5,1,0
P0706,23-30,5,Intrinsic,11,22.26,17,14,0.824,5,8,3,7.21,11,11,3,0.176,2,4,5,1.93,65.92,79.88,1,0
P0707,16-18,1,Extrinsic,25,14.85,50,36,0.72,4,7,3,5.62,6,11,4,0.08,3,5,0,0.73,51.25,77.6,1,0
P0708,19-22,3,Social,14,20.54,24,13,0.542,4,4,0,1.56,4,4,1,0.042,2,0,2,0.86,54.77,75.83,1,0
P0709,16-18,0,Social,2,17.56,3,1,0.333,1,4,3,5.84,18,8,3,1.0,0,4,4,6.19,29.73,30.67,0,0
P0710,19-22,4,Social,8,31.4,17,7,0.412,1,4,3,4.14,7,8,3,0.176,0,2,2,4.53,50.12,59.29,0,0
P0711,19-22,5,Intrinsic,6,38.93,10,8,0.8,4,3,1,1.0,0,0,2,0.2,1,9,5,0.5,88.0,82.0,1,0
P0712,19-22,2,Intrinsic,16,10.55,27,19,0.704,3,3,0,3.43,7,5,2,0.074,3,3,2,1.16,57.07,82.96,1,0
P0713,16-18,2,Intrinsic,7,6.61,11,6,0.545,4,4,0,1.74,1,2,0,0.0,1,0,4,2.28,50.48,77.27,1,0
P0714,16-18,4,Intrinsic,20,20.04,36,14,0.389,2,3,1,2.29,5,7,2,0.056,3,1,2,0.5,52.34,65.78,1,0
P0715,16-18,1,Intrinsic,20,9.85,50,29,0.58,2,4,2,3.62,11,6,3,0.06,0,1,7,3.45,44.64,73.2,1,0
P0716,23-30,4,Intrinsic,2,22.37,5,4,0.8,4,5,1,2.75,7,3,4,0.8,0,2,6,1.46,69.12,64.0,1,0
P0717,19-22,2,Extrinsic,12,27.99,26,12,0.462,5,6,1,3.45,4,12,2,0.077,1,1,10,1.52,44.34,68.77,1,0
P0718,23-30,4,Extrinsic,18,33.95,40,25,0.625,1,2,1,3.38,6,2,0,0.0,1,4,2,0.92,63.56,79.25,1,0
P0719,13-15,0,Intrinsic,6,23.61,9,2,0.222,4,4,0,1.0,2,0,1,0.111,1,2,6,1.22,34.39,57.78,0,0
P0720,19-22,5,Extrinsic,19,20.45,30,23,0.767,4,3,1,5.78,7,8,2,0.067,2,2,11,5.93,64.22,84.33,1,0
P0721,23-30,5,Intrinsic,24,6.17,45,17,0.378,2,5,3,3.02,9,2,0,0.0,2,6,5,4.66,61.55,62.89,1,1
P0722,13-15,3,Intrinsic,9,22.21,20,6,0.3,2,2,0,1.57,0,3,3,0.15,1,1,5,8.24,46.57,60.5,1,0
P0723,13-15,0,Extrinsic,8,22.57,20,4,0.2,1,4,3,4.01,10,5,6,0.3,1,1,2,3.6,24.48,45.0,0,1
P0724,19-22,4,Extrinsic,30,27.11,50,29,0.58,1,4,3,4.34,10,6,3,0.06,3,5,4,2.59,60.86,71.2,1,0
P0725,19-22,4,Extrinsic,10,16.33,20,9,0.45,3,5,2,6.19,20,8,2,0.1,1,0,7,0.9,43.53,65.5,1,0
P0726,19-22,3,Intrinsic,14,18.52,23,11,0.478,1,2,1,3.9,11,7,2,0.087,0,2,0,3.3,49.37,69.3,1,0
P0727,13-15,0,Social,15,10.18,40,29,0.725,2,4,2,4.85,5,4,2,0.05,0,4,2,7.1,47.88,80.75,1,0
P0728,19-22,3,Extrinsic,27,5.0,50,36,0.72,4,5,1,3.91,5,4,3,0.06,4,4,5,0.5,62.02,82.2,1,0
P0729,13-15,0,Extrinsic,8,13.13,20,13,0.65,3,3,0,3.35,6,3,2,0.1,1,5,1,1.76,50.13,79.5,1,0
P0730,13-15,1,Extrinsic,30,9.44,50,26,0.52,3,6,3,4.96,17,7,3,0.06,3,2,10,0.5,40.39,68.2,1,0
P0731,13-15,0,Social,10,24.69,26,19,0.731,2,4,2,1.1,5,3,5,0.192,0,4,0,4.99,57.48,76.77,1,0
P0732,19-22,5,Extrinsic,9,17.85,25,9,0.36,4,4,0,2.63,2,4,2,0.08,0,1,13,2.86,54.34,65.6,1,0
P0733,19-22,5,Extrinsic,5,17.69,14,1,0.071,4,4,0,4.74,10,7,0,0.0,0,0,2,6.35,36.0,53.57,0,0
P0734,16-18,1,Social,5,14.12,11,6,0.545,3,4,1,9.41,23,14,5,0.455,1,4,0,0.5,33.28,61.64,1,0
P0735,16-18,0,Extrinsic,15,5.0,34,13,0.382,5,8,3,2.69,6,2,2,0.059,3,1,2,7.08,35.06,61.35,1,0
P0736,23-30,3,Intrinsic,33,34.07,50,29,0.58,4,5,1,4.13,4,7,2,0.04,3,3,5,0.5,54.36,75.8,1,0
P0737,16-18,3,Extrinsic,26,14.0,50,39,0.78,4,5,1,2.64,3,4,2,0.04,0,5,3,1.02,69.09,85.8,1,0
P0738,19-22,3,Intrinsic,5,18.7,10,3,0.3,4,4,0,6.07,7,8,2,0.2,1,0,9,0.51,33.82,59.0,0,0
P0739,16-18,0,Intrinsic,11,10.36,18,11,0.611,1,2,1,1.47,3,2,4,0.222,0,1,4,0.5,47.27,71.89,1,0
P0740,16-18,1,Extrinsic,13,29.78,27,13,0.481,2,1,1,4.44,11,3,1,0.037,1,5,5,0.57,44.67,70.96,1,0
P0741,16-18,3,Social,20,23.15,33,14,0.424,1,4,3,2.39,3,2,3,0.091,0,4,2,1.96,54.0,62.48,1,0
P0742,16-18,2,Social,9,15.39,20,16,0.8,1,2,1,3.02,1,8,3,0.15,0,5,0,4.6,64.94,83.5,1,0
P0743,19-22,3,Intrinsic,18,18.86,42,37,0.881,2,3,1,3.45,6,4,2,0.048,0,7,7,6.86,74.12,90.62,1,0
P0744,16-18,1,Extrinsic,18,35.43,36,28,0.778,4,6,2,5.6,9,7,4,0.111,1,5,5,2.51,53.6,81.56,1,0
P0745,13-15,0,Intrinsic,8,21.42,12,7,0.583,2,5,3,2.88,2,5,5,0.417,1,6,7,0.52,50.12,60.67,1,0
P0746,23-30,2,Social,10,20.55,29,7,0.241,5,8,3,5.5,11,1,6,0.207,1,1,16,0.5,30.42,49.86,0,0
P0747,16-18,4,Social,14,14.47,37,26,0.703,3,4,1,3.53,5,4,2,0.054,0,3,7,2.04,64.79,81.51,1,0
P0748,16-18,1,Extrinsic,6,6.84,16,15,0.938,2,1,1,3.91,7,6,5,0.312,0,7,4,4.35,67.23,85.5,1,0
P0749,23-30,5,Social,7,20.72,14,8,0.571,3,5,2,5.44,10,6,4,0.286,2,2,5,2.9,57.26,66.0,1,0
P0750,19-22,5,Extrinsic,10,24.6,26,15,0.577,2,1,1,1.58,2,1,3,0.115,2,5,2,2.62,71.64,73.38,1,0
P0751,13-15,1,Extrinsic,43,30.8,50,17,0.34,5,6,1,4.72,8,6,5,0.1,4,1,10,0.5,32.31,62.0,1,0
P0752,23-30,3,Intrinsic,24,5.0,43,7,0.163,4,7,3,3.65,5,8,6,0.14,1,2,8,1.59,37.4,47.95,0,0
P0753,19-22,4,Extrinsic,12,13.0,20,14,0.7,1,4,3,6.14,15,9,0,0.0,0,2,1,2.4,56.64,79.0,1,0
P0754,16-18,1,Extrinsic,4,17.35,8,7,0.875,5,4,1,4.0,5,7,4,0.5,1,2,5,2.74,57.0,76.75,1,0
P0755,13-15,0,Extrinsic,8,21.97,13,5,0.385,4,4,0,2.69,3,4,1,0.077,1,1,5,0.5,35.17,66.92,1,0
P0756,19-22,4,Intrinsic,7,20.84,20,15,0.75,1,2,1,2.61,3,3,0,0.0,1,4,2,0.67,70.46,85.5,1,0
P0757,19-22,2,Social,14,21.03,22,12,0.545,3,6,3,5.73,12,8,5,0.227,1,3,0,8.97,44.98,64.45,1,0
P0758,16-18,3,Intrinsic,13,25.26,28,17,0.607,3,3,0,4.89,8,4,1,0.036,1,3,7,2.13,53.56,79.29,1,0
P0759,23-30,3,Extrinsic,31,14.77,50,7,0.14,2,5,3,3.7,7,2,5,0.1,1,1,7,3.65,34.85,48.0,0,1
P0760,19-22,4,Extrinsic,12,29.47,23,13,0.565,4,7,3,2.8,5,6,5,0.217,0,3,10,1.11,61.11,65.74,1,0
P0761,13-15,0,Extrinsic,13,25.47,30,19,0.633,1,1,0,4.04,7,3,2,0.067,1,4,5,2.64,46.23,79.67,1,0
P0762,16-18,1,Extrinsic,10,19.44,17,11,0.647,3,2,1,1.33,3,1,1,0.059,0,3,3,1.32,56.06,78.59,1,0
